"Status","Type","Previous Status","Account Name"
"New","Renewal","Verified","Super 1 Foods"
"New","Renewal","Verified","DDD Photography"
"New","Renewal","Verified","Heritage Health"
"New","Renewal","Verified","Gorman-Scharpf Funeral Home"
"New","Renewal","Verified","Yoders Auto Repair"
"New","Renewal","Verified","Cincinnati Truck and Diesel"
"New","Renewal","Put-Through","Just For You Home Care Services"
"New","Renewal","Verified","Steps House, Incorporated"
"New","Renewal","Verified","Fireside Tax"
"New","Renewal","Verified","McKenna & Associates"
"New","Renewal","Verified","N'Namdi Contemporary Fine Art"
"New","Renewal","Verified","Roof Maxx"
"New","Renewal","Put-Through","Arapaho WIC Program"
"New","Renewal","Verified","Allen's Auto Body"
"New","Renewal","Put-Through","Midway International Logistics"
"New","Renewal","Verified","Hunter Sales Corporation"
"New","Renewal","Verified","Tax Plus"
"New","Renewal","Verified","Lukfata Public School"
"New","Renewal","Verified","Dewayne???s "
"New","Renewal","Verified","Big Boys Salvage"
"New","Renewal","Verified","Midway Vet Supply"
"New","Renewal","Put-Through","TowNater Towing LLC"
"New","Renewal","Verified","Hunt Storage"
"New","Renewal","Verified","Amber Inn"
"New","Renewal","Verified","Reconstructed By Sam"
"New","Renewal","Verified","7 Cities Towing & Recycling"
"New","Renewal","Verified","C.B. Roofing"
"New","Renewal","Put-Through","Down Range Roofing"
"New","Renewal","Verified","Stupp's Towing"
"New","Renewal","Put-Through","Vicky's Tax Service"
"New","Renewal","Verified","Ace Home Services"
"New","Renewal","Verified","Power Up Electric Services Llc"
"New","Renewal","Verified","Mr Collision & Glass"
"New","Renewal","Verified","Peninsula Cooling & Heating"
"New","Renewal","Verified","Duncan Tire Company Inc"
"New","Renewal","Verified","James Funeral Home"
"New","Renewal","Put-Through","Georgia All Star Gymnastics"
"New","Renewal","Verified","Ken McGuire's Auto Service"
"New","Renewal","Verified","R & R Vapes"
"New","Renewal","Verified","Accolade Auto Services"
"New","Renewal","Verified","Maple Valley-Anthon Oto High School"
"New","Renewal","Verified","Saunders Sewing"
"New","Renewal","Put-Through","CFD Services, Inc"
"New","Renewal","Verified","Sun Masters LLC"
"New","Renewal","Put-Through","Affordable Home Repair & Remodeling"
"New","Renewal","Verified","Fowler Fuels"
"New","Renewal","Verified","Exclusive Glass & Shower"
"New","Renewal","Verified","Midwest Tree and Landscaping Service"
"New","Renewal","Verified","Langeland Family Funeral Homes"
"New","Renewal","Verified","Quality Janitorial"
"New","Renewal","Verified","Lickie Stickie BBQ"
"New","Renewal","Put-Through","Lacerda's Construction"
"New","Renewal","Verified","Freedom Trucks"
"New","Renewal","Verified","Home Sweet Home care Services"
"New","Renewal","Verified","Grizzly Rock Cafe"
"New","Renewal","Verified","St. Mary's Trucking Company"
"New","Renewal","Verified","305 King Customs"
"New","Renewal","Put-Through","Todd Davis Drywall"
"New","Renewal","Verified","N.W.O.S. Collision Repair"
"New","Renewal","Put-Through","Robert's Shoes"
"New","Renewal","Verified","More Than Taxes LLC"
"New","Renewal","Verified","Brady Repairs"
"New","Renewal","Verified","Topline Auto Repairs & Service"
"New","Renewal","Verified","J & B Transmission & Auto Repair"
"New","Renewal","Verified","Independent Tax Services"
"New","Renewal","Verified","Kimball Construction"
"New","Renewal","Put-Through","B & C Enterprises"
"New","Renewal","Verified","Champion Towing"
"New","Renewal","Verified","Kenyon Justice & Mook E. Enterprise"
"New","Renewal","Verified","Nunez Roofing and Gutter "
"New","Renewal","Verified","Suspension Pro"
"New","Renewal","Verified","M.J.H. Construction"
"New","Renewal","Put-Through","Ivy Woods Manor"
"New","Renewal","Verified","Fred's Air Conditioning & Heating"
"New","Renewal","Put-Through","Vfw Post 2214"
"New","Renewal","Verified","Griffin Well Drilling"
"New","Renewal","Verified","Un Cut Tree Service"
"New","Renewal","Verified","New Century Tax & Accounting Service"
"New","Renewal","Verified","Fogarty's House of Vapor"
"New","Renewal","Verified","Holey Smokes BBQ"
"New","Renewal","Verified","City Paint & Body"
"New","Renewal","Put-Through","Laralea's Dog Spa"
"New","Renewal","Verified","Atomic Drains and Plumbing"
"New","Renewal","Verified","Law office of Paula L Allen"
"New","Renewal","Verified","Butler Funeral Home"
"New","Renewal","Verified","Booker Septic Tank Co"
"New","Renewal","Verified","Yuba Sutter Veterans Stand Down"
"New","Renewal","Put-Through","J Patterson Heating & A/C"
"New","Renewal","Verified","Fred Naillon & Sons"
"New","Renewal","Put-Through","Total Comfort Systems"
"New","Renewal","Verified","W.A.C. Landscape Contractors of Greenville"
"New","Renewal","Verified","Carolina Decorative Concrete"
"New","Renewal","Verified","Martinez & Martinez Enterprises"
"New","Renewal","Verified","Green Shed Conversions"
"New","Renewal","Verified","Southeast Arkansas Regional Library"
"New","Renewal","Verified","American Office Machines Inc"
"New","Renewal","Put-Through","Art Smith Roofing"
"New","Renewal","Verified","E.A.S. Preservation & more, Lllc"
"New","Renewal","Verified","Yellow Rose Realty"
"New","Renewal","Verified","Tip Top Kennels"
"New","Renewal","Verified","Blue Ridge Eye Center"
"New","Renewal","Verified","Elaine's Tax Service & Accounting"
"New","Renewal","Put-Through","Morning Star Senior Living"
"New","Renewal","Verified","Wayne's Auto Repair & Towing"
"New","Renewal","Put-Through","Mid Florida Welding Services Llc"
"New","Renewal","Verified","Kenyon Noble Lumber & Hardware"
"New","Renewal","Verified","Athens Surgery Center"
"New","Renewal","Verified","Lerma's Auto Electric"
"New","Renewal","Verified","Talbert Lawn Services LLC"
"New","Renewal","Verified","Custom Duct"
"New","Renewal","Verified","Lebanon High School"
"New","Renewal","Put-Through","Waynedale Grooming Salon"
"New","Renewal","Verified","Kid Country Child Care"
"New","Renewal","Verified","ATA Collision Repair"
"New","Renewal","Verified","The Hajoca Corporation"
"New","Renewal","Verified","Hinkle's Fleet & Auto Repair"
"New","Renewal","Verified","Rosa Graham Jones Family Day"
"New","Renewal","Put-Through","Patricia's Bookkeeping Service"
"New","Renewal","Verified","Nate's Electrical Services, Llc"
"New","Renewal","Put-Through","R & R Restoration"
"New","Renewal","Verified","Egger Funeral Home"
"New","Renewal","Verified","Mcanelly Construction Inc"
"New","Renewal","Verified","First State Bank of Ransom"
"New","Renewal","Verified","New England Epoxy & Concrete Polishing LLC"
"New","Renewal","Verified","All Phase Residential Llc"
"New","Renewal","Verified","Climate Pro"
"New","Renewal","Put-Through","Ultimate Gym"
"New","Renewal","Verified","American Recycling Company"
"New","Renewal","Verified","OCD Diesel & Automotive Repair LLC"
"New","Renewal","Verified","Leon's Frozen Custard"
"New","Renewal","Verified","Wanasek Crane Service"
"New","Renewal","Verified","Vienna Public Library"
"New","Renewal","Put-Through","Chesapeake Exxon"
"New","Renewal","Verified","Cochran Trucking"
"New","Renewal","Put-Through","Buds Auto Truck Repair & Towing"
"New","Renewal","Verified","Jacobs-Vanaman Insurance"
"New","Renewal","Verified","M & M Auto Repair"
"New","Renewal","Verified","Realstar Property Solutions Llc"
"New","Renewal","Verified","Tire Town Discount Center"
"New","Renewal","Verified","Harvey Dye Plbg Htg & Air Cond"
"New","Renewal","Verified","Faulkenburg Automotive Service"
"New","Renewal","Put-Through","Angel Drywall & Framing Llc"
"New","Renewal","Verified","Keller Williams Advisors"
"New","Renewal","Verified","Polaris Surveying"
"New","Renewal","Verified","Alternator Electric Service"
"New","Renewal","Verified","A & I Parts"
"New","Renewal","Verified","The Chimney Guys"
"New","Renewal","Put-Through","Rainbow Family Restaurant"
"New","Renewal","Verified","Veteran Homes Realty Branch Office of Partners Real Estate"
"New","Renewal","Put-Through","Indiana Intellect Home Care LLC"
"New","Renewal","Verified","Summerfield Child Care"
"New","Renewal","Verified","R&R Roadside Repair Llc"
"New","Renewal","Verified","D & S Auto"
"New","Renewal","Verified","Caprigios Pizza"
"New","Renewal","Verified","Sinfully Sweet Cafe"
"New","Renewal","Verified","McClain Hardware"
"New","Renewal","Put-Through","Scott Funeral Home"
"New","Renewal","Verified","Larue's Blackstone Valley Driving School"
"New","Renewal","Verified","Accent Seamless Gutters"
"New","Renewal","Verified","Goodguys Plumbing"
"New","Renewal","Verified","Rick's Crane Service Incorporated"
"New","Renewal","Verified","Koshkonong School"
"New","Renewal","Put-Through","JP Electric LLC"
"New","Renewal","Verified","Signature Painters"
"New","Renewal","Put-Through","Northome School"
"New","Renewal","Verified","City Plumbing Company Incorporated"
"New","Renewal","Verified","Thompson Auto Repair"
"New","Renewal","Verified","Sos Automotive"
"New","Renewal","Verified","Duncan & Sons Upholstery"
"New","Renewal","Verified","Blackstone Construction"
"New","Renewal","Verified","H2 Heating & Air Westville"
"New","Renewal","Put-Through","Classy Canine"
"New","Renewal","Verified","Ivey's Mini Storage"
"New","Renewal","Verified","Riviera Spa Massage"
"New","Renewal","Verified","Team Rita Janitorial Services"
"New","Renewal","Verified","Automated Tek Systems"
"New","Renewal","Verified","Rem South Central Services"
"New","Renewal","Put-Through","Native American Child Care Center"
"New","Renewal","Verified","At Your Wits End Vacation Rentals"
"New","Renewal","Put-Through","Grande Pizza & Family Restaurant"
"New","Renewal","Verified","Iron Sharp Precision Contracting"
"New","Renewal","Verified","Irongate custom builders"
"New","Renewal","Verified","Ruiz Roofing"
"New","Renewal","Verified","All hours Auto"
"New","Renewal","Verified","Great Plains Transport Inc"
"New","Renewal","Verified","Eastside Builders Inc"
"New","Renewal","Put-Through","Fastlanes Dent Service"
"New","Renewal","Verified","Advanced Earthworks Inc"
"New","Renewal","Verified","Ross Real Estate"
"New","Renewal","Verified","Enterprise Funeral Home"
"New","Renewal","Verified","Kim Heart Home Care llc"
"New","Renewal","Verified","Precision Tinting"
"New","Renewal","Put-Through","Mudpuppies Pet Grooming & Pawshoppe"
"New","Renewal","Verified","Coldwell Banker Realty"
"New","Renewal","Put-Through","D'Rock Wellness Inc"
"New","Renewal","Verified","Pure Air Consultants"
"New","Renewal","Verified","TDI Repair & Towing"
"New","Renewal","Verified","Power Train Incorporated"
"New","Renewal","Verified","Diesel Worx Northwest Llc"
"New","Renewal","Verified","Rallye Auto Sales Incorporated"
"New","Renewal","Verified","Henry Funeral Home PA"
"New","Renewal","Put-Through","Zuri Landscape"
"New","Renewal","Verified","Hendersonville Auto Collision Center"
"New","Renewal","Verified","Stevens Diesel Repair"
"New","Renewal","Verified","Amazing Creations RV Interiors"
"New","Renewal","Verified","North Pole Tavern"
"New","Renewal","Verified","Cal's Trucking & Excavating"
"New","Renewal","Put-Through","Barrister Financial Services"
"New","Renewal","Verified","Providence Towing & Recovery and Providence Auto Group"
"New","Renewal","Put-Through","American Brothers In Arms"
"New","Renewal","Verified","Taylor Heating & Cooling"
"New","Renewal","Verified","Cables Of Oregon"
"New","Renewal","Verified","Shea Home Care"
"New","Renewal","Verified","Country Store Health Foods"
"New","Renewal","Verified","Stanleytown Amazing Grace Baptist Childcare Center"
"New","Renewal","Verified","Laubecker Enterprises, Inc"
"New","Renewal","Put-Through","O'Gara's"
"New","Renewal","Verified","Wendt Tire Service"
"New","Renewal","Verified","CJ's Local Cuisine"
"New","Renewal","Verified","Paris Lumber & Building Center"
"New","Renewal","Verified","Kirby Wrecker Service"
"New","Renewal","Verified","A Home Elevator Inc."
"New","Renewal","Put-Through","Elaine's Care"
"New","Renewal","Verified","Delta Security Solutions"
"New","Renewal","Put-Through","Ute Indian Tribe Alcohol Substance Abuse Prevention Program"
"New","Renewal","Verified","Spicy Krabs Llc"
"New","Renewal","Verified","G.T. Enterprises of Duchesne"
"New","Renewal","Verified","Durand Cafe"
"New","Renewal","Verified","Reed's Sunnyside Marina"
"New","Renewal","Verified","Ron Stark's Custom Dozing"
"New","Renewal","Verified","Vinyl Fencing & Building Products"
"New","Renewal","Put-Through","David Jennings"
"New","Renewal","Verified","Tee Styles"
"New","Renewal","Verified","Morrow Electric"
"New","Renewal","Verified","Archer City I.S.D."
"New","Renewal","Verified","All Roads Truck And Trailer Repair"
"New","Renewal","Verified","Midway Marine Sales & Service"
"New","Renewal","Put-Through","Frank's Taxidermy"
"New","Renewal","Verified","Anthony's Towing & Transportation"
"New","Renewal","Put-Through","Legacy Towing and Recovery"
"New","Renewal","Verified","Highway Inn"
"New","Renewal","Verified","Custom Iron Works"
"New","Renewal","Verified","Southern Kitchen Inc"
"New","Renewal","Verified","Bookkeeping Associates"
"New","Renewal","Verified","Milkman customs"
"New","Renewal","Verified","Daniel & Lawson Pest Control"
"New","Renewal","Put-Through","Crown Detailing"
"New","Renewal","Verified","All Safe Security & Lock"
"New","Renewal","Verified","Ajs Kitchen"
"New","Renewal","Verified","Dairy Queen"
"New","Renewal","Verified","Imelda's Cleaning Service"
"New","Renewal","Verified","Chestnut Ridge Nursing & Rehab Center"
"New","Renewal","Put-Through","Pro Snow Removal"
"New","Renewal","Verified","Home Shop"
"New","Renewal","Put-Through","LT Construction & Snow Removal LLC"
"New","Renewal","Verified","Kiddie Patch Day Care"
"New","Renewal","Verified","Enchanted Hearts Home Care"
"New","Renewal","Verified","Countryside Market & Deli"
"New","Renewal","Verified","Middle Man Construction"
"New","Renewal","Verified","Bubba's Truck and Equipment Repairs"
"New","Renewal","Verified","Alpha 1 Restorations"
"New","Renewal","Put-Through","Life's Touch Home Health Inc"
"New","Renewal","Verified","Specialist Automotive"
"New","Renewal","Verified","Pro Source"
"New","Renewal","Verified","Gray's Cafe"
"New","Renewal","Verified","Bluegrass Dump Service"
"New","Renewal","Verified","GeoWall Designs LLC"
"New","Renewal","Put-Through","Bayou Babies Academy Too "
"New","Renewal","Verified","The Royal Treatment Beauty Works & Barber Shop"
"New","Renewal","Put-Through","Happy Paws Pet Grooming"
"New","Renewal","Verified","Alpha Graffix"
"New","Renewal","Verified","Ndless Creations Bakery"
"New","Renewal","Verified","D & L Tax & Bookkeeping Services"
"New","Renewal","Verified","Next Gen Hvac"
"New","Renewal","Verified","Faunsdale Bar & Grill"
"New","Renewal","Verified","Smoke Lounge"
"New","Renewal","Put-Through","Afterglow Signs Llc"
"New","Renewal","Verified","Dixie Fence Builders"
"New","Renewal","Verified","Dun-Rite Seamless Gutters Inc"
"New","Renewal","Verified","Keller Williams Advisors"
"New","Renewal","Verified","Burns  Heating & Cooling"
"New","Renewal","Verified","Peoria Metro Construction Inc."
"New","Renewal","Put-Through","Wild Blossom Design"
"New","Renewal","Verified","Proctor Public Schools"
"New","Renewal","Put-Through","Park's Trailer Wash"
"New","Renewal","Verified","Waterbury Auto Salvage Inc."
"New","Renewal","Verified","Graham & Godwin Funeral Home, Llc"
"New","Renewal","Verified","Putnam Diner & Restaurant"
"New","Renewal","Verified","Hometown Pharmacy"
"New","Renewal","Verified","D & B Auto Body Inc"
"New","Renewal","Verified","Grady's Body Shop"
"New","Renewal","Put-Through","Skidmore Inc."
"New","Renewal","Verified","Unyque Wyth-N Mobile Spa"
"New","Renewal","Verified","B & L Auto Parts"
"New","Renewal","Verified","Diana Henry Realty"
"New","Renewal","Verified","Resolution Tax Services Llc"
"New","Renewal","Verified","Windmill Storage & Business Park"
"New","Renewal","Put-Through","Little Scholars Learning Center & Full Belly Deli and Bakery"
"New","Renewal","Verified","Fort Ann Motors"
"New","Renewal","Put-Through","Glenn County Transit Service"
"New","Renewal","Verified","Bullpen Bar & Grill"
"New","Renewal","Verified","B & B Maid And Cleaning Services, Llc"
"New","Renewal","Verified","Lombardo Automotive Center"
"New","Renewal","Verified","Suncrest Tax Service"
"New","Renewal","Verified","Cease Family Funeral Home"
"New","Renewal","Verified","Alans Critter Getters"
"New","Renewal","Put-Through","Murphy Granite"
"New","Renewal","Verified","Coastal Clearing & Grading"
"New","Renewal","Verified","Palmetto Breeze HVAC Llc"
"New","Renewal","Verified","Riverside Auto Parts"
"New","Renewal","Verified","Endeavor Homes"
"New","Renewal","Verified","Patriotic Frog"
"New","Renewal","Put-Through","Clovis Vet Supply"
"New","Renewal","Verified","Adams Insulation LLC"
"New","Renewal","Put-Through","Be PAtient Caregiving"
"New","Renewal","Verified","Envirotech Services"
"New","Renewal","Verified","William & Company"
"New","Renewal","Verified","Ceballos Funeral Home Inc"
"New","Renewal","Verified","Aviation Striping"
"New","Renewal","Verified","Braid Queen At Diva's Palace"
"New","Renewal","Verified","D & J Garage & Towing"
"New","Renewal","Put-Through","Hummingbird Cleaning Solutions, Llc"
"New","Renewal","Verified","Nenana Heating"
"New","Renewal","Verified","Banks Automotive Group LLC"
"New","Renewal","Verified","Coldwell Banker Reality"
"New","Renewal","Verified","Smoores Custom Paint & Body"
"New","Renewal","Verified","Line-X"
"New","Renewal","Put-Through","Central Star Motors"
"New","Renewal","Verified","Salisbury Towing"
"New","Renewal","Put-Through","Davis Customs Paint And Body"
"New","Renewal","Verified","Daily Heating & Air"
"New","Renewal","Verified","Best Burgers"
"New","Renewal","Verified","Washington Farmers Co-Op"
"New","Renewal","Verified","Farmers Insurance"
"New","Renewal","Verified","Warranty Auto Sales, Llc"
"New","Renewal","Verified","Pokey's Planet"
"New","Renewal","Put-Through","Personal Service Income Tax"
"New","Renewal","Verified","Loretto Memorial Chapel Inc"
"New","Renewal","Verified","Armed Force Pest Control"
"New","Renewal","Verified","Hartzler Funeral Home"
"New","Renewal","Verified","Dedrick's Auto Service"
"New","Renewal","Verified","Hilltop Market"
"New","Renewal","Put-Through","Meadows Tire & Automotive"
"New","Renewal","Verified","Laura the Tax Lady LLC"
"New","Renewal","Put-Through","Ev's Cleaning"
"New","Renewal","Verified","Turkey Creek Contractors, Llc"
"New","Renewal","Verified","Northern Peace Funeral Home"
"New","Renewal","Verified","Rogue Jobs, LLC"
"New","Renewal","Verified","Nutrien Ag Solutions"
"New","Renewal","Verified","Apollo Furniture Repair & Restoration"
"New","Renewal","Verified","Skweekee Kleen Mobile Pressure Wash Detailing"
"New","Renewal","Put-Through","Precision Well Service"
"New","Renewal","Verified","A-1 Industrial Maintenance"
"New","Renewal","Verified","Earthstone Resources"
"New","Renewal","Verified","Big Tree's Moving Company, Llc"
"New","Renewal","Verified","Gt Masonry Construction"
"New","Renewal","Verified","Proven K-9 Training LLC"
"New","Renewal","Put-Through","Ramco Trucking Inc"
"New","Renewal","Verified","Deeasha's Dynamic Cleanings"
"New","Renewal","Put-Through","Foxtrot Equipment Company"
"New","Renewal","Verified","Smh Catering"
"New","Renewal","Verified","Melissa Manikas State Farm Insurance Agency"
"New","Renewal","Verified","Mayo Roofing"
"New","Renewal","Verified","Ty's Concrete Pumping"
"New","Renewal","Verified","Recovery Center of Cameron County"
"New","Renewal","Verified","A & K Lock & Key"
"New","Renewal","Put-Through","Accredited Realty Group"
"New","Renewal","Verified","Linder Equipment Company"
"New","Renewal","Verified","Adamz Roofing Inc"
"New","Renewal","Verified","W.A.C. Landscape Contractors of Greenville"
"New","Renewal","Verified","Blackduck Independent School District"
"New","Renewal","Verified","GroomStation Dog Grooming Salon"
"New","Renewal","Put-Through","Mooney Heating & Cooling"
"New","Renewal","Verified","Green Grass & Mow"
"New","Renewal","Put-Through","Travel Til Dawn"
"New","Renewal","Verified","Plaza Restaurant"
"New","Renewal","Verified","Joes Home Repair"
"New","Renewal","Verified","R & J Sealing"
"New","Renewal","Verified","Gary's Plumbing & Heating"
"New","Renewal","Verified","Goldston s auto repair"
"New","Renewal","Verified","3 Point Construction & Remodeling"
"New","Renewal","Put-Through","Menz-O-Matic Laundromat"
"New","Renewal","Verified","Kathryn Tax Season CPA`s"
"New","Renewal","Verified","Maverick Power Washing Solutions LLC"
"New","Renewal","Verified","Brite Star Learning Center & Day"
"New","Renewal","Verified","Help With A Heart"
"New","Renewal","Verified","Yanish Accounting & Tax Services"
"New","Renewal","Put-Through","The Malt Shop"
"New","Renewal","Verified","TS Auto Repair LLC"
"New","Renewal","Put-Through","All Together Construction Llc"
"New","Renewal","Verified","Cartwright's Collision & Customs"
"New","Renewal","Verified","Moreaux Transportation Service"
"New","Renewal","Verified","Quality Cleaning"
"New","Renewal","Verified","Deons Home Repair Service"
"New","Renewal","Verified","Surety Title Company"
"New","Renewal","Verified","Knox County Assessor"
"New","Renewal","Put-Through","Steve Mortensen Construction"
"New","Renewal","Verified","Van Wert Beauty Salon"
"New","Renewal","Verified","Whitaker Bank"
"New","Renewal","Verified","Island Tool & Die"
"New","Renewal","Verified","Stutts & Son Funeral Home"
"New","Renewal","Verified","Buttes Pipe & Supply"
"New","Renewal","Put-Through","Ramler Trucking"
"New","Renewal","Verified","J & K Mobile Service"
"New","Renewal","Put-Through","Shady Acres Landscape And Construction"
"New","Renewal","Verified","Jitters"
"New","Renewal","Verified","Meridian Public Charter School"
"New","Renewal","Verified","H & R Financial Solutions"
"New","Renewal","Verified","Commercial Carpet & Tile"
"New","Renewal","Verified","Star Service Inc."
"New","Renewal","Verified","Advance Janitorial"
"New","Renewal","Put-Through","Quality Stucco West"
"New","Renewal","Verified","Virginia Pest Control"
"New","Renewal","Verified","Magnolia Grill (Mobile Food Truck)"
"New","Renewal","Verified","The Gray Area Landscaping"
"New","Renewal","Verified","Heavenly Hands Home Care & Wellness"
"New","Renewal","Verified","Dinky's Diner"
"New","Renewal","Put-Through","Blue Island Inc"
"New","Renewal","Verified","Economy Auto Repair"
"New","Renewal","Put-Through","Absolute Investigations"
"New","Renewal","Verified","La Antigua Redilla Banquet Center"
"New","Renewal","Verified","Harmonic Diesel"
"New","Renewal","Verified","The Archery Shop"
"New","Renewal","Verified","Clayton Auto Services"
"New","Renewal","Verified","AsOne"
"New","Renewal","Verified","Mcfadden Learning Center"
"New","Renewal","Put-Through","Davis Professional Bookkeeping Services"
"New","Renewal","Verified","Gabriela Berriero of Coldwell Banker West"
"New","Renewal","Verified","Jennifer Schmidt Tax and Accounting"
"New","Renewal","Verified","Veteran Erosion Services"
"New","Renewal","Verified","Westgate Veterinary Hospital"
"New","Renewal","Verified","Rdm Diesel"
"New","Renewal","Put-Through","Hammerlane Customs"
"New","Renewal","Verified","Rainbows End Learning Center"
"New","Renewal","Put-Through","Big Ape Bookkeeping & Tax Service"
"New","Renewal","Verified","Right Stream Rain Gutters"
"New","Renewal","Verified","Cut 'N Edge Lawncare"
"New","Renewal","Verified","Hass Funeral Home"
"New","Renewal","Verified","She Will Insurance Agency"
"New","Renewal","Verified","Preferred Accounting & Tax Services LLC"
"New","Renewal","Verified","Drivers Educational School Incorporated"
"New","Renewal","Put-Through","Pat's Bridal Boutique"
"New","Renewal","Verified","Brother's Seafood & Soulfood"
"New","Renewal","Verified","All About Cabinets"
"New","Renewal","Verified","Ace Drilling "
"New","Renewal","Verified","Bay Psychological Associates"
"New","Renewal","Verified","Audio Custom Communications By Ack"
"New","Renewal","Put-Through","Pea Ridge Veterinary Clinic"
"New","Renewal","Verified","Cowboy BBQ"
"New","Renewal","Put-Through","Dakota Trailways"
"New","Renewal","Verified","GeoData Services ""A"" Land Surveying Co"
"New","Renewal","Verified","Ozark Bowling Lanes"
"New","Renewal","Verified","Clear Quality Auto Glass"
"New","Renewal","Verified","Pierre's Garage"
"New","Renewal","Verified","Welaka Marina"
"New","Renewal","Verified","Reese Automotive & Reese Tows"
"New","Renewal","Put-Through","Bay RV Center LLC"
"New","Renewal","Verified","Deans Tax Center"
"New","Renewal","Verified","Your Commercial And Residental Cleaning"
"New","Renewal","Verified","Eunice Public School District"
"New","Renewal","Verified","Ultimate Finish Auto Body"
"New","Renewal","Verified","Jason's Auto Repair"
"New","Renewal","Put-Through","Jennifer, Your Personal Assistant Llc."
"New","Renewal","Verified","B & K Trucking Incorporated"
"New","Renewal","Put-Through","Honestly Real Handy Services Llc"
"New","Renewal","Verified","Marble Valley Regional Correctional Facility"
"New","Renewal","Verified","Kingrey's Auto Repair"
"New","Renewal","Verified","D&D Heating & Cooling"
"New","Renewal","Verified","Gator Crane Service"
"New","Renewal","Verified","Dickerson And Son Trucking Llc"
"New","Renewal","Verified","Garcia's Upholstery"
"New","Renewal","Put-Through","K & K Body Works"
"New","Renewal","Verified","JMS Crane and Rigging"
"New","Renewal","Verified","Lee's Body Shop"
"New","Renewal","Verified","First Weber Realtors Office Of Greg Damask"
"New","Renewal","Verified","J & B Transmission & Auto Repair"
"New","Renewal","Verified","Integrity Auto & Truck Repair "
"New","Renewal","Put-Through","Medicine Shoppe"
"New","Renewal","Verified","D.C. Fire Department Federal Credit Union"
"New","Renewal","Put-Through","Young Realestate"
"New","Renewal","Verified","Ford's Pharmacy"
"New","Renewal","Verified","B & D Mini Storage"
"New","Renewal","Verified","Unique Touch Designs"
"New","Renewal","Verified","Plumbing West"
"New","Renewal","Verified","Shocking Electrical Services, Llc"
"New","Renewal","Verified","Longley Supply Company"
"New","Renewal","Put-Through","Palm Garden of Clearwater"
"New","Renewal","Verified","Lakeview Auto Sales"
"New","Renewal","Verified","Shutters by J.A. Paint Shop"
"New","Renewal","Verified","Window World"
"New","Renewal","Verified","Terri's Cleaning Service"
"New","Renewal","Verified","Victor Parras"
"New","Renewal","Put-Through","CB Towing"
"New","Renewal","Verified","Loney Sales and Service"
"New","Renewal","Put-Through","Inspired Beauty With Vee"
"New","Renewal","Verified","Tesla Electric"
"New","Renewal","Verified","Gerald Skolte Pressure Washing Llc"
"New","Renewal","Verified","T&V Air Conditioning Llc"
"New","Renewal","Verified","Roger's Automotive & Repair"
"New","Renewal","Verified","Wildcat Paint & Body Shop"
"New","Renewal","Verified","On Time Roadside"
"New","Renewal","Put-Through","Geiger Insurance & Tax Service"
"New","Renewal","Verified","Big Sig's Military Surplus & Tactical Supply"
"New","Renewal","Verified","Penn Separator Corporation"
"New","Renewal","Verified","Hodges Painting Plus"
"New","Renewal","Verified","Burleigh County Housing Authority"
"New","Renewal","Verified","Lakeside Lanes"
"New","Renewal","Put-Through","Reliance Auto LLC"
"New","Renewal","Verified","Cobleskill Diner"
"New","Renewal","Put-Through","Empress A Day"
"New","Renewal","Verified","Tax Resolutions"
"New","Renewal","Verified","Wolf's Automotive Repair Center"
"New","Renewal","Verified","Redroses Home Care Agency"
"New","Renewal","Verified","The Upholstery Shop"
"New","Renewal","Verified","Monster Auto-Body & Repair"
"New","Renewal","Verified","First District Office of the United Methodist Church"
"New","Renewal","Put-Through","LGH Tax & Accounting"
"New","Renewal","Verified","Collision Connection"
"New","Renewal","Verified","Ricky's Balloon Art"
"New","Renewal","Verified","Gulf Breeze Home Health"
"New","Renewal","Verified","C.I.S. Patrol Services, Llc"
"New","Renewal","Verified","Independent Funeral Home"
"New","Renewal","Put-Through","Garlick's Water Conditioning"
"New","Renewal","Verified","All Original Pizzeria"
"New","Renewal","Put-Through","Rocky Mountain Lumber "
"New","Renewal","Verified","Slick Finish Drywall"
"New","Renewal","Verified","Precise Paint & Construction Inc."
"New","Renewal","Verified","Helena Cycle Center"
"New","Renewal","Verified","Bowser's Automotive and Medium Truck"
"New","Renewal","Verified","Kenai Upstream"
"New","Renewal","Verified","Twisted Turtle Pub"
"New","Renewal","Put-Through","Integrity Contracting"
"New","Renewal","Verified","Christmas Heating & Air"
"New","Renewal","Verified","Green's Plumbing Modern Heating"
"New","Renewal","Verified","Columbus Automotive Llc"
"New","Renewal","Verified","Ironman Metal Salvage"
"New","Renewal","Verified","Custom Cleaning"
"New","Renewal","Put-Through","Royal Automotive Techs"
"New","Renewal","Verified","Forest Glen General Store"
"New","Renewal","Put-Through","Trinity Christian School"
"New","Renewal","Verified","Gardner Water Service"
"New","Renewal","Verified","A. James Global Services, Inc"
"New","Renewal","Verified","H & M Fox Builders"
"New","Renewal","Verified","W W Roofs"
"New","Renewal","Verified","Wilson Triplett Funeral Home"
"New","Renewal","Verified","Men Clean Too Cleaning Services"
"New","Renewal","Put-Through","2nd Chance Solutions Restaraunt Equipment"
"New","Renewal","Verified","Gotta Guy Landscaping"
"New","Renewal","Verified","Precision Underground"
"New","Renewal","Verified","Brincks Construction"
"New","Renewal","Verified","Trademark Realty"
"New","Renewal","Verified","Sherry Pullens"
